fold,h,order,seasonal_order,mape_val,aicc,bic,lb_pvalue,RMSE,MAE,MAPE,sMAPE,RegionName
47,6,"(0, 2, 1)","(0, 1, 0, 12)",0.3867154458628739,3849.3933470527345,3856.3493518459168,7.93096354752216e-20,2941.191386543035,2426.6288998675686,0.39158444827586947,0.390460405694292,"New York, NY"
47,12,"(0, 2, 1)","(0, 1, 0, 12)",0.3867154458628739,3849.3933470527345,3856.3493518459168,7.93096354752216e-20,7518.072724548819,4979.6194824449585,0.7891004154192428,0.7942324012093093,"New York, NY"
48,3,"(0, 2, 0)","(1, 1, 1, 12)",1.0805440382326115,3678.684422988293,3688.9962957193907,3.2970848216577933e-14,639.2181356333413,590.7798074833894,0.0953881775555475,0.09544147388171195,"New York, NY"
48,6,"(0, 2, 0)","(1, 1, 1, 12)",1.0805440382326115,3678.684422988293,3688.9962957193907,3.2970848216577933e-14,5960.90250961841,4050.6640689974884,0.6466638869453835,0.6512070571877772,"New York, NY"
48,12,"(0, 2, 0)","(1, 1, 1, 12)",1.0805440382326115,3678.684422988293,3688.9962957193907,3.2970848216577933e-14,31234.57350144625,22494.124545316543,3.5117609041201416,3.634564812698487,"New York, NY"
49,3,"(0, 2, 0)","(0, 1, 0, 12)",2.3017303280604007,4001.2269300339253,4004.741264781814,3.8572886278566165e-17,5900.422088611929,5035.495835908728,0.8026912739501504,0.8071277710079211,"New York, NY"
49,6,"(0, 2, 0)","(0, 1, 0, 12)",2.3017303280604007,4001.2269300339253,4004.741264781814,3.8572886278566165e-17,18653.173725982717,14692.913493673646,2.3122000371021176,2.356000376564675,"New York, NY"
49,12,"(0, 2, 0)","(0, 1, 0, 12)",2.3017303280604007,4001.2269300339253,4004.741264781814,3.8572886278566165e-17,54383.4833247728,43521.507863740524,6.714967271822434,7.085768893936891,"New York, NY"
50,3,"(0, 2, 1)","(0, 1, 0, 12)",5.117843584052893,3997.390963040435,4004.4206877542474,1.120986350063957e-20,8548.447447690914,7042.318277884391,1.103781245995635,1.1128214905778036,"New York, NY"
50,6,"(0, 2, 1)","(0, 1, 0, 12)",5.117843584052893,3997.390963040435,4004.4206877542474,1.120986350063957e-20,20057.051227612552,16801.371803134854,2.612064306897467,2.6615330681590113,"New York, NY"
50,12,"(0, 2, 1)","(0, 1, 0, 12)",5.117843584052893,3997.390963040435,4004.4206877542474,1.120986350063957e-20,40785.70660270148,35085.44019571199,5.328248175285866,5.525775962728948,"New York, NY"
51,3,"(0, 2, 1)","(0, 1, 0, 12)",0.7891004154192428,4059.4623838392813,4066.5160915646275,3.119705627955299e-21,2781.821997949728,2466.34352339063,0.3821911966304456,0.38126649620683384,"New York, NY"
51,6,"(0, 2, 1)","(0, 1, 0, 12)",0.7891004154192428,4059.4623838392813,4066.5160915646275,3.119705627955299e-21,5165.826882051509,4602.285065530217,0.705717040698037,0.7026088911632791,"New York, NY"
51,12,"(0, 2, 1)","(0, 1, 0, 12)",0.7891004154192428,4059.4623838392813,4066.5160915646275,3.119705627955299e-21,18978.803595889724,14417.074177156814,2.1407527485499336,2.102471679594813,"New York, NY"
52,3,"(2, 2, 1)","(0, 1, 0, 12)",2.815219067054319,4087.7017041603744,4101.7968292084215,1.4982544242527566e-16,1618.7213858031432,1317.8285216512547,0.20051437193202973,0.20081366519595456,"New York, NY"
52,6,"(2, 2, 1)","(0, 1, 0, 12)",2.815219067054319,4087.7017041603744,4101.7968292084215,1.4982544242527566e-16,2828.7780248523677,2156.5544628225616,0.3234442923374631,0.3231251574677791,"New York, NY"
52,12,"(2, 2, 1)","(0, 1, 0, 12)",2.815219067054319,4087.7017041603744,4101.7968292084215,1.4982544242527566e-16,13875.689289826296,10359.404609305115,1.5126176326784182,1.4928786749644816,"New York, NY"
53,3,"(0, 2, 1)","(1, 1, 1, 12)",4.375184527534789,3905.016868778327,3918.9726951333946,1.1131188707611395e-21,3200.19119869764,2388.755570198642,0.35509948636470223,0.35397400359769504,"New York, NY"
53,6,"(0, 2, 1)","(1, 1, 1, 12)",4.375184527534789,3905.016868778327,3918.9726951333946,1.1131188707611395e-21,6940.27857769313,5816.915925942711,0.8567618135142431,0.8515873302829824,"New York, NY"
53,12,"(0, 2, 1)","(1, 1, 1, 12)",4.375184527534789,3905.016868778327,3918.9726951333946,1.1131188707611395e-21,16012.48988750702,13077.689410824658,1.8942795835131951,1.8680344057483742,"New York, NY"
54,3,"(0, 2, 1)","(1, 1, 1, 12)",1.1291360005282394,3949.15966930928,3963.1646020452245,5.102765572406727e-22,3633.5873207122922,2973.2094840502054,0.435582847196071,0.43700118285786543,"New York, NY"
54,6,"(0, 2, 1)","(1, 1, 1, 12)",1.1291360005282394,3949.15966930928,3963.1646020452245,5.102765572406727e-22,6662.085516581747,5825.014388697183,0.8460778379637669,0.8507731031406957,"New York, NY"
54,12,"(0, 2, 1)","(1, 1, 1, 12)",1.1291360005282394,3949.15966930928,3963.1646020452245,5.102765572406727e-22,5913.541559911278,5118.293198670639,0.7398627345262923,0.7435380118692367,"New York, NY"
0,3,"(0, 1, 2)","(0, 1, 1, 12)",1.7466294165065641,1791.722603990664,1801.4619322119038,1.7553857409183808e-07,1391.726548794714,1136.5613147196127,0.2910826587728523,0.2904482258374535,"Los Angeles, CA"
0,6,"(0, 1, 2)","(0, 1, 1, 12)",1.7466294165065641,1791.722603990664,1801.4619322119038,1.7553857409183808e-07,8863.746889071983,6450.06497481219,1.67590982174607,1.649727487993195,"Los Angeles, CA"
0,12,"(0, 1, 2)","(0, 1, 1, 12)",1.7466294165065641,1791.722603990664,1801.4619322119038,1.7553857409183808e-07,10684.195042503849,9202.569367505906,2.429141434262855,2.39006864116107,"Los Angeles, CA"
1,3,"(2, 1, 2)","(1, 1, 1, 12)",1.8814661569595599,1623.089006151092,1639.9922313488175,1.961779419208178e-05,3057.0370539753794,2701.017233120879,0.7033385888063441,0.7001807199022113,"Los Angeles, CA"
1,6,"(2, 1, 2)","(1, 1, 1, 12)",1.8814661569595599,1623.089006151092,1639.9922313488175,1.961779419208178e-05,2301.6323378086913,1853.6100725044864,0.48426760938561797,0.4825762549460098,"Los Angeles, CA"
1,12,"(2, 1, 2)","(1, 1, 1, 12)",1.8814661569595599,1623.089006151092,1639.9922313488175,1.961779419208178e-05,1742.5197402186168,1305.9792955383116,0.3448262293117452,0.34404608604104314,"Los Angeles, CA"
2,3,"(0, 1, 2)","(0, 1, 1, 12)",2.3423951554429214,1894.9117198653926,1904.9210112676783,3.0925602002465495e-08,2787.3322549694362,2567.3661867476185,0.6795854545082958,0.6823299649059388,"Los Angeles, CA"
2,6,"(0, 1, 2)","(0, 1, 1, 12)",2.3423951554429214,1894.9117198653926,1904.9210112676783,3.0925602002465495e-08,7208.100458245756,5931.860129879254,1.5930646949706968,1.6121943673326433,"Los Angeles, CA"
2,12,"(0, 1, 2)","(0, 1, 1, 12)",2.3423951554429214,1894.9117198653926,1904.9210112676783,3.0925602002465495e-08,12282.366525797803,10741.511993049606,2.9255717379839297,2.983124099569967,"Los Angeles, CA"
3,3,"(2, 1, 1)","(1, 0, 1, 12)",1.6171503051874352,1897.5281320323827,1913.2567981325858,6.014988054513986e-05,4442.360020304887,3468.5136155528794,0.9359523569319489,0.9432034045918112,"Los Angeles, CA"
3,6,"(2, 1, 1)","(1, 0, 1, 12)",1.6171503051874352,1897.5281320323827,1913.2567981325858,6.014988054513986e-05,9800.499387590391,8244.708742098379,2.237974738034612,2.2740798981658465,"Los Angeles, CA"
3,12,"(2, 1, 1)","(1, 0, 1, 12)",1.6171503051874352,1897.5281320323827,1913.2567981325858,6.014988054513986e-05,21606.615932426175,17789.14931873165,4.837474470882165,5.0166791481521456,"Los Angeles, CA"
4,3,"(1, 1, 0)","(1, 0, 0, 12)",0.4580017433884463,1982.190226812255,1990.314780685652,0.03132252358523975,2243.604168214208,1740.4455442872131,0.47467129370036787,0.47280265473277877,"Los Angeles, CA"
4,6,"(1, 1, 0)","(1, 0, 0, 12)",0.4580017433884463,1982.190226812255,1990.314780685652,0.03132252358523975,4539.406947306484,3871.56328726361,1.0643160893865133,1.0565707783062241,"Los Angeles, CA"
4,12,"(1, 1, 0)","(1, 0, 0, 12)",0.4580017433884463,1982.190226812255,1990.314780685652,0.03132252358523975,11585.206485424322,8087.590880321198,2.120947513874148,2.1580381949477556,"Los Angeles, CA"
5,3,"(1, 1, 2)","(1, 0, 0, 12)",0.386753596888419,1987.6352359267846,2001.1490723756986,0.004259446637018153,3294.6828853770417,2658.7279065545104,0.7328631523926797,0.7370136727359082,"Los Angeles, CA"
5,6,"(1, 1, 2)","(1, 0, 0, 12)",0.386753596888419,1987.6352359267846,2001.1490723756986,0.004259446637018153,12318.78085194226,9398.385102428496,2.5427464993732705,2.5991462381874895,"Los Angeles, CA"
5,12,"(1, 1, 2)","(1, 0, 0, 12)",0.386753596888419,1987.6352359267846,2001.1490723756986,0.004259446637018153,37534.06588702464,29898.087955771687,7.5988900380286815,8.07447838741846,"Los Angeles, CA"
6,3,"(1, 1, 2)","(0, 1, 0, 12)",0.3754550317070499,2111.9549043757693,2122.870236675003,1.8504706610963242e-08,8699.524578677794,7092.975675369768,1.9055975685117683,1.9331697311147065,"Los Angeles, CA"
6,6,"(1, 1, 2)","(0, 1, 0, 12)",0.3754550317070499,2111.9549043757693,2122.870236675003,1.8504706610963242e-08,22617.873214401858,18672.485302511264,4.835370340479791,5.011098551929758,"Los Angeles, CA"
6,12,"(1, 1, 2)","(0, 1, 0, 12)",0.3754550317070499,2111.9549043757693,2122.870236675003,1.8504706610963242e-08,41617.56446769147,36178.128026394166,8.950227585058606,9.504838451778959,"Los Angeles, CA"
7,3,"(1, 1, 0)","(1, 1, 1, 12)",1.0910473921084458,2001.2565225238386,2011.9421333902328,0.0028640710742466147,1701.4407301299811,1675.0134211367113,0.43105398142869583,0.43201458991241537,"Los Angeles, CA"
7,6,"(1, 1, 0)","(1, 1, 1, 12)",1.0910473921084458,2001.2565225238386,2011.9421333902328,0.0028640710742466147,4337.289329637509,3252.024432911819,0.8104833189009542,0.805756085558799,"Los Angeles, CA"
7,12,"(1, 1, 0)","(1, 1, 1, 12)",1.0910473921084458,2001.2565225238386,2011.9421333902328,0.0028640710742466147,9144.093508498188,7716.859922737902,1.8332101407191488,1.8107291500306055,"Los Angeles, CA"
8,3,"(1, 1, 0)","(0, 1, 0, 12)",2.7419662326610346,2272.677027501829,2278.3269900197615,1.4589576007429747e-07,3064.4109689033367,2701.6982109785313,0.6663463415291113,0.6635129714563347,"Los Angeles, CA"
8,6,"(1, 1, 0)","(0, 1, 0, 12)",2.7419662326610346,2272.677027501829,2278.3269900197615,1.4589576007429747e-07,4040.6038379271004,3744.3613430191567,0.9099703268664824,0.905186828766801,"Los Angeles, CA"
8,12,"(1, 1, 0)","(0, 1, 0, 12)",2.7419662326610346,2272.677027501829,2278.3269900197615,1.4589576007429747e-07,8548.988649167128,6809.663880091549,1.535324212504514,1.5179695331670762,"Los Angeles, CA"
9,3,"(0, 1, 0)","(1, 1, 1, 12)",7.145194669570499,2409.3505902670404,2417.5701297359983,0.025790030447016134,10138.978639376483,9574.12143804618,2.2941346861153993,2.323852322024317,"Los Angeles, CA"
9,6,"(0, 1, 0)","(1, 1, 1, 12)",7.145194669570499,2409.3505902670404,2417.5701297359983,0.025790030447016134,18509.377355373865,16742.77665683698,3.871326106984565,3.9636732247579363,"Los Angeles, CA"
9,12,"(0, 1, 0)","(1, 1, 1, 12)",7.145194669570499,2409.3505902670404,2417.5701297359983,0.025790030447016134,25361.86311407097,23658.638658512977,5.2091790298701275,5.3673134912845955,"Los Angeles, CA"
10,3,"(2, 1, 2)","(1, 0, 1, 12)",5.808594250115752,2203.6348122063655,2223.1309584116557,0.09636627439869871,1654.157959040385,1213.3352760958176,0.273135795826541,0.2738269982446079,"Los Angeles, CA"
10,6,"(2, 1, 2)","(1, 0, 1, 12)",5.808594250115752,2203.6348122063655,2223.1309584116557,0.09636627439869871,4318.362978461152,3528.3162881906414,0.7684360775138822,0.7728406641899822,"Los Angeles, CA"
10,12,"(2, 1, 2)","(1, 0, 1, 12)",5.808594250115752,2203.6348122063655,2223.1309584116557,0.09636627439869871,5662.231609256663,4664.661206398309,0.9935592164673037,0.9914409889390503,"Los Angeles, CA"
11,3,"(2, 1, 2)","(0, 0, 0, 12)",0.7265033755184752,2476.3895839509896,2491.001152215411,1.154912931284852e-05,1959.3672965464277,1427.225774938648,0.3057860022439808,0.3049112882405081,"Los Angeles, CA"
11,6,"(2, 1, 2)","(0, 0, 0, 12)",0.7265033755184752,2476.3895839509896,2491.001152215411,1.154912931284852e-05,10654.80046687774,7730.54023588506,1.6374486329129787,1.6125035981294449,"Los Angeles, CA"
11,12,"(2, 1, 2)","(0, 0, 0, 12)",0.7265033755184752,2476.3895839509896,2491.001152215411,1.154912931284852e-05,26178.884089301795,21348.201220727122,4.452271488669387,4.309353161343467,"Los Angeles, CA"
12,3,"(1, 1, 2)","(0, 0, 0, 12)",1.5095806559414167,2523.4832625548624,2535.313883975996,0.0025678704683494064,6617.024494624135,5815.978380326123,1.2301340541877634,1.2204359832285516,"Los Angeles, CA"
12,6,"(1, 1, 2)","(0, 0, 0, 12)",1.5095806559414167,2523.4832625548624,2535.313883975996,0.0025678704683494064,11592.790367303813,10355.144123033378,2.17599284385543,2.1468414015151276,"Los Angeles, CA"
12,12,"(1, 1, 2)","(0, 0, 0, 12)",1.5095806559414167,2523.4832625548624,2535.313883975996,0.0025678704683494064,15213.131181287312,14175.74704987111,2.9231727278606927,2.8749556987279834,"Los Angeles, CA"
13,3,"(2, 1, 2)","(0, 0, 1, 12)",5.805568518010282,2529.3603169329435,2546.5847531355553,0.9999999995836697,1460.5796052505532,1108.442181522182,0.23175943757797451,0.23129527849353576,"Los Angeles, CA"
13,6,"(2, 1, 2)","(0, 0, 1, 12)",5.805568518010282,2529.3603169329435,2546.5847531355553,0.9999999995836697,3634.5520091574017,2999.1825648298836,0.6210677411966492,0.6182556351152038,"Los Angeles, CA"
13,12,"(2, 1, 2)","(0, 0, 1, 12)",5.805568518010282,2529.3603169329435,2546.5847531355553,0.9999999995836697,5833.4070728844445,4635.53408471654,0.9292440242023032,0.933099912335354,"Los Angeles, CA"
14,3,"(2, 1, 2)","(1, 0, 1, 12)",0.9935592164673037,2401.6199487287327,2421.7779223534185,0.08503235834634353,2822.55345652709,2147.3562919527176,0.4413189801543939,0.4430026722624213,"Los Angeles, CA"
14,6,"(2, 1, 2)","(1, 0, 1, 12)",0.9935592164673037,2401.6199487287327,2421.7779223534185,0.08503235834634353,9612.834566304262,7499.030495507865,1.506539024551141,1.5252783748972816,"Los Angeles, CA"
14,12,"(2, 1, 2)","(1, 0, 1, 12)",0.9935592164673037,2401.6199487287327,2421.7779223534185,0.08503235834634353,15814.600253857336,13844.419214085754,2.7351391810189463,2.7845958564984343,"Los Angeles, CA"
15,3,"(2, 1, 2)","(1, 0, 1, 12)",0.6729801391665188,2636.8325590797995,2657.1468074252393,0.9999999983480395,3597.4219955533304,2945.1060308576757,0.5872072384107567,0.589780192529213,"Los Angeles, CA"
15,6,"(2, 1, 2)","(1, 0, 1, 12)",0.6729801391665188,2636.8325590797995,2657.1468074252393,0.9999999983480395,8117.339752611392,6864.850104426412,1.3538924052007164,1.366788577832317,"Los Angeles, CA"
15,12,"(2, 1, 2)","(1, 0, 1, 12)",0.6729801391665188,2636.8325590797995,2657.1468074252393,0.9999999983480395,12565.014391192171,11269.123344934851,2.212262980620382,2.243060709728505,"Los Angeles, CA"
16,3,"(1, 1, 1)","(0, 0, 1, 12)",0.5843411628157971,2840.0818240924955,2851.9581770050595,0.9999817717544494,3096.1596977923905,2918.215214653969,0.5735909578202716,0.57544767479854,"Los Angeles, CA"
16,6,"(1, 1, 1)","(0, 0, 1, 12)",0.5843411628157971,2840.0818240924955,2851.9581770050595,0.9999817717544494,4248.862211601767,3990.1948237312995,0.7826897633080315,0.7861750937829725,"Los Angeles, CA"
16,12,"(1, 1, 1)","(0, 0, 1, 12)",0.5843411628157971,2840.0818240924955,2851.9581770050595,0.9999817717544494,5929.675264834618,5188.521183893482,1.0245163449020407,1.0245671206086073,"Los Angeles, CA"
17,3,"(0, 1, 1)","(1, 0, 1, 12)",0.9074288973347561,2997.5937977560475,3009.552257929624,0.9999999871644267,1997.7279611636286,1442.4981521503262,0.2822812836327631,0.283047177745425,"Los Angeles, CA"
17,6,"(0, 1, 1)","(1, 0, 1, 12)",0.9074288973347561,2997.5937977560475,3009.552257929624,0.9999999871644267,3362.628032401056,2661.0382808642266,0.5206445641014117,0.5228164679907964,"Los Angeles, CA"
17,12,"(0, 1, 1)","(1, 0, 1, 12)",0.9074288973347561,2997.5937977560475,3009.552257929624,0.9999999871644267,7397.872053396422,5782.7623091317655,1.146299534811143,1.1382718365918998,"Los Angeles, CA"
18,3,"(0, 1, 0)","(1, 0, 0, 12)",0.7028895591180292,3158.3433525186883,3164.435985810061,0.19148759599781576,5402.881789326593,4129.564786298278,0.8115006304973681,0.8058972416749515,"Los Angeles, CA"
18,6,"(0, 1, 0)","(1, 0, 0, 12)",0.7028895591180292,3158.3433525186883,3164.435985810061,0.19148759599781576,16692.29977823166,13219.731511353262,2.6355869135297363,2.581186892146259,"Los Angeles, CA"
18,12,"(0, 1, 0)","(1, 0, 0, 12)",0.7028895591180292,3158.3433525186883,3164.435985810061,0.19148759599781576,16102.023615450551,12678.663261362037,2.502349136812776,2.4554843229886463,"Los Angeles, CA"
19,3,"(0, 2, 0)","(1, 0, 1, 12)",1.7541677361514012,2742.870839048231,2751.9948997302286,6.284528258399585e-05,1474.2478691502777,1360.595910120833,0.27223874432489586,0.27180313727047495,"Los Angeles, CA"
19,6,"(0, 2, 0)","(1, 0, 1, 12)",1.7541677361514012,2742.870839048231,2751.9948997302286,6.284528258399585e-05,14113.743167761657,8939.253269838498,1.738331043246635,1.776011211683125,"Los Angeles, CA"
19,12,"(0, 2, 0)","(1, 0, 1, 12)",1.7541677361514012,2742.870839048231,2751.9948997302286,6.284528258399585e-05,41937.3478609866,33034.17625735375,6.197602998845467,6.521550362387811,"Los Angeles, CA"
20,3,"(2, 2, 1)","(0, 0, 0, 12)",4.433594317163961,2919.083392391962,2931.5367569435434,2.528417081696501e-12,20135.72836127428,17373.171902305756,3.375246217862175,3.4529251497117386,"Los Angeles, CA"
20,6,"(2, 2, 1)","(0, 0, 0, 12)",4.433594317163961,2919.083392391962,2931.5367569435434,2.528417081696501e-12,36538.347181623096,32342.859005739127,6.104031456151027,6.349182328806159,"Los Angeles, CA"
20,12,"(2, 2, 1)","(0, 0, 0, 12)",4.433594317163961,2919.083392391962,2931.5367569435434,2.528417081696501e-12,42682.76525797086,40095.35128125293,7.551774913455647,7.887867838763558,"Los Angeles, CA"
21,3,"(0, 2, 2)","(0, 0, 0, 12)",0.8839710454485289,2947.106730860863,2956.5180032994485,3.6419464186219085e-07,13176.468741638633,11507.728647721466,2.1408258621158565,2.1113861975456745,"Los Angeles, CA"
21,6,"(0, 2, 2)","(0, 0, 0, 12)",0.8839710454485289,2947.106730860863,2956.5180032994485,3.6419464186219085e-07,37645.19084175129,30475.142091403734,5.690824458960647,5.454758248328079,"Los Angeles, CA"
21,12,"(0, 2, 2)","(0, 0, 0, 12)",0.8839710454485289,2947.106730860863,2956.5180032994485,3.6419464186219085e-07,81071.46890488519,69072.25655242955,12.867051277543359,11.82924543232736,"Los Angeles, CA"
22,3,"(0, 2, 0)","(0, 0, 0, 12)",2.043659432185541,3081.543228378603,3084.7309754010093,3.6109414941663246e-05,15273.003909031746,13096.542061027643,2.453459638852973,2.4130839763097534,"Los Angeles, CA"
22,6,"(0, 2, 0)","(0, 0, 0, 12)",2.043659432185541,3081.543228378603,3084.7309754010093,3.6109414941663246e-05,28462.148469256004,25086.05689478353,4.750105963212786,4.609005044578404,"Los Angeles, CA"
22,12,"(0, 2, 0)","(0, 0, 0, 12)",2.043659432185541,3081.543228378603,3084.7309754010093,3.6109414941663246e-05,26399.56045366573,23794.14006200235,4.40395026753436,4.286175304879286,"Los Angeles, CA"
23,3,"(2, 2, 1)","(0, 0, 0, 12)",5.2507528209154515,3076.0119386568267,3088.675970652792,2.635339310185495e-13,12376.346488704288,10610.370497844007,2.0158890171438393,2.0439499689713077,"Los Angeles, CA"
23,6,"(2, 2, 1)","(0, 0, 0, 12)",5.2507528209154515,3076.0119386568267,3088.675970652792,2.635339310185495e-13,37039.34722482058,29824.787766098656,5.4684134307023795,5.706163537692078,"Los Angeles, CA"
23,12,"(2, 2, 1)","(0, 0, 0, 12)",5.2507528209154515,3076.0119386568267,3088.675970652792,2.635339310185495e-13,69573.38197986764,60372.376369905454,10.581735807056749,11.372132375524432,"Los Angeles, CA"
24,3,"(2, 2, 1)","(0, 0, 0, 12)",7.551774913455647,3123.032708958918,3135.764573066923,3.44208473716848e-14,14463.327256943554,12640.427739837012,2.287448394912794,2.3218686574482064,"Los Angeles, CA"
24,6,"(2, 2, 1)","(0, 0, 0, 12)",7.551774913455647,3123.032708958918,3135.764573066923,3.44208473716848e-14,24499.90309007807,22005.692860107654,3.866268478475903,3.960155863984907,"Los Angeles, CA"
24,12,"(2, 2, 1)","(0, 0, 0, 12)",7.551774913455647,3123.032708958918,3135.764573066923,3.44208473716848e-14,28998.306880667165,27408.80814718615,4.73195354347348,4.859806070461528,"Los Angeles, CA"
25,3,"(0, 2, 2)","(1, 0, 0, 12)",7.220200028386612,3010.240990368798,3022.8244521780716,1.503516574750666e-11,6156.651510203177,5184.591508059064,0.895857860916068,0.8902672344113558,"Los Angeles, CA"
25,6,"(0, 2, 2)","(1, 0, 0, 12)",7.220200028386612,3010.240990368798,3022.8244521780716,1.503516574750666e-11,21188.106116559342,16675.319674702983,2.867003542258551,2.802485884261219,"Los Angeles, CA"
25,12,"(0, 2, 2)","(1, 0, 0, 12)",7.220200028386612,3010.240990368798,3022.8244521780716,1.503516574750666e-11,42090.91339632236,35978.99308372716,6.038852629654492,5.802140537472057,"Los Angeles, CA"
26,3,"(2, 2, 1)","(0, 0, 0, 12)",2.825159663755893,3269.202300456496,3282.0664792067387,1.09016601771878e-14,7352.342557595784,6652.705649378321,1.1428175531242688,1.134901717277183,"Los Angeles, CA"
26,6,"(2, 2, 1)","(0, 0, 0, 12)",2.825159663755893,3269.202300456496,3282.0664792067387,1.09016601771878e-14,9396.349497253786,8860.277353257543,1.5099513466524863,1.4972632734502398,"Los Angeles, CA"
26,12,"(2, 2, 1)","(0, 0, 0, 12)",2.825159663755893,3269.202300456496,3282.0664792067387,1.09016601771878e-14,7667.44898909424,6912.630951171246,1.1593616606863049,1.1510604305703782,"Los Angeles, CA"
27,3,"(2, 2, 1)","(1, 0, 0, 12)",9.90011380529328,3139.344263780484,3155.1383505981835,1.8888512032578427e-14,3579.5318905457025,3462.4241710905917,0.5862225925981547,0.5880601289464337,"Los Angeles, CA"
27,6,"(2, 2, 1)","(1, 0, 0, 12)",9.90011380529328,3139.344263780484,3155.1383505981835,1.8888512032578427e-14,5167.999985115404,4891.107533528509,0.8115149529391753,0.8151739044035292,"Los Angeles, CA"
27,12,"(2, 2, 1)","(1, 0, 0, 12)",9.90011380529328,3139.344263780484,3155.1383505981835,1.8888512032578427e-14,6794.621460414647,6341.13309083098,1.0192511276877707,1.0251513976925057,"Los Angeles, CA"
28,3,"(1, 2, 0)","(0, 0, 1, 12)",2.5671481628977224,3224.022611374796,3233.6278524199747,1.2732186534973537e-12,1900.9251669461157,1690.0442152823089,0.27616042957818165,0.2766413839272652,"Los Angeles, CA"
28,6,"(1, 2, 0)","(0, 0, 1, 12)",2.5671481628977224,3224.022611374796,3233.6278524199747,1.2732186534973537e-12,1752.66790902064,1570.1381886970678,0.2538615081139079,0.25411928005640455,"Los Angeles, CA"
28,12,"(1, 2, 0)","(0, 0, 1, 12)",2.5671481628977224,3224.022611374796,3233.6278524199747,1.2732186534973537e-12,2110.4366705099164,1780.413519260551,0.2812435840430526,0.28102618543639657,"Los Angeles, CA"
29,3,"(2, 2, 1)","(1, 0, 0, 12)",3.2405152357666367,3255.0023953222776,3270.965254999824,2.3122450389647918e-15,486.1311567020966,397.4302295536424,0.06322852328290897,0.06319874984337237,"Los Angeles, CA"
29,6,"(2, 2, 1)","(1, 0, 0, 12)",3.2405152357666367,3255.0023953222776,3270.965254999824,2.3122450389647918e-15,3033.0500352941403,1803.1661192379736,0.28050811253294045,0.28158567011240954,"Los Angeles, CA"
29,12,"(2, 2, 1)","(1, 0, 0, 12)",3.2405152357666367,3255.0023953222776,3270.965254999824,2.3122450389647918e-15,9091.199112729324,6467.634855599249,0.9909111961060257,0.9895534266092642,"Los Angeles, CA"
30,3,"(0, 2, 1)","(1, 0, 1, 12)",0.5935712944152336,3336.6083643996217,3349.4846750846555,7.335946102482197e-10,6180.390444558449,5141.6489852389395,0.7989419428298028,0.8035594279689418,"Los Angeles, CA"
30,6,"(0, 2, 1)","(1, 0, 1, 12)",0.5935712944152336,3336.6083643996217,3349.4846750846555,7.335946102482197e-10,11998.57495334556,10455.005471602664,1.5951987415600226,1.6120349304745807,"Los Angeles, CA"
30,12,"(0, 2, 1)","(1, 0, 1, 12)",0.5935712944152336,3336.6083643996217,3349.4846750846555,7.335946102482197e-10,15444.415664043667,13033.42308005969,2.0126175249016813,2.0032069656271965,"Los Angeles, CA"
31,3,"(1, 2, 2)","(1, 0, 1, 12)",0.20356676626041337,3308.4000835917163,3327.661004556808,1.7736768522500726e-09,4491.340057443702,3463.6833186434037,0.5233653495422647,0.5210797903980757,"Los Angeles, CA"
31,6,"(1, 2, 2)","(1, 0, 1, 12)",0.20356676626041337,3308.4000835917163,3327.661004556808,1.7736768522500726e-09,24879.135085311947,18048.390341942333,2.766048310888422,2.6950192045488537,"Los Angeles, CA"
31,12,"(1, 2, 2)","(1, 0, 1, 12)",0.20356676626041337,3308.4000835917163,3327.661004556808,1.7736768522500726e-09,59544.83151804747,48864.1091825804,7.592892100281447,7.188239397829606,"Los Angeles, CA"
32,3,"(2, 2, 0)","(0, 0, 1, 12)",0.264584387827368,3446.7095839720823,3459.733230144603,3.3227743695771543e-17,14281.684922608889,12462.941186745651,1.915921247696347,1.8920277040999454,"Los Angeles, CA"
32,6,"(2, 2, 0)","(0, 0, 1, 12)",0.264584387827368,3446.7095839720823,3459.733230144603,3.3227743695771543e-17,24195.633612525533,21722.93724777986,3.380932309439752,3.311248448604117,"Los Angeles, CA"
32,12,"(2, 2, 0)","(0, 0, 1, 12)",0.264584387827368,3446.7095839720823,3459.733230144603,3.3227743695771543e-17,25195.314238652805,23436.140344952262,3.6273771835926665,3.552555294155233,"Los Angeles, CA"
33,3,"(1, 2, 2)","(1, 0, 1, 12)",0.8603998891620569,3408.581532545676,3428.034912314989,2.729215461831291e-10,5406.949631469165,4581.184663359581,0.7174230067783041,0.7210336070556558,"Los Angeles, CA"
33,6,"(1, 2, 2)","(1, 0, 1, 12)",0.8603998891620569,3408.581532545676,3428.034912314989,2.729215461831291e-10,18274.82134089606,14281.98564252597,2.2190584082284652,2.26002964746047,"Los Angeles, CA"
33,12,"(1, 2, 2)","(1, 0, 1, 12)",0.8603998891620569,3408.581532545676,3428.034912314989,2.729215461831291e-10,53768.780195077255,43000.074113043804,6.480304916845575,6.824511419233061,"Los Angeles, CA"
34,3,"(1, 2, 0)","(0, 0, 0, 12)",1.6935784245091214,3754.8284531277354,3761.5518020668205,2.0060444018294256e-13,7275.704667698055,6002.877892071653,0.9291776023955064,0.9355421199008893,"Los Angeles, CA"
